reason,tmdb_id,slug,score,movie_title,year_released,tmdb_title,tmdb_year,release_date,popularity,existing_slug
low_confidence,1005027,pistruiatul,0.6112,Pistruiatul,,Pistruiatul 2: Ascunzișuri,,,0.2042,
no_match,,kill-bill-the-origin-of-o-ren,,Kill Bill: The Origin of O-Ren,2003,,,,,
no_match,,the-case-of-ms-sorella,,The Case of Ms. Sorella,2020,,,,,
no_match,,over-the-nights,,Over The Nights,1960,,,,,
low_confidence,199905,spring-thaw,0.6619,Spring Thaw,2007,Sacrifices of the Heart,2007,2007-01-10,0.3254,
no_match,,in-the-ocean-a-film-about-the-classical-avant-garde,,In The Ocean – A Film About the Classical Avant Garde,2009,,,,,
no_match,,priests-cira-and-spira,,Priests Cira and Spira,1957,,,,,
no_match,,learning-from-scratch,,Learning from Scratch,2018,,,,,
low_confidence,1507710,thoughtless,0.6667,Thoughtless,2016,Thoughtless in Remarks,2024,2024-03-19,0.0143,
no_match,,the-last-templar,,The Last Templar,2009,,,,,
low_confidence,552088,italian-nights,0.7147,Italian Nights,1987,Magical Nights,2018,2018-11-08,0.8237,
no_match,,corpse-party-tortured-souls,,Corpse Party: Tortured Souls,2013,,,,,
no_match,,fusao-da-lua,,Fusão da Lua,2016,,,,,
collision_existing,295058,the-tree-2014,1.2500,The Tree,2014,The Tree,2014,2014-07-07,0.0742,the-tree-2014-1
no_match,,re-animator-collection-2,,Re-Animator Collection,,,,,,
no_match,,one-of-many-places-in-which-something-was-stolen,,One of Many Places in Which Something Was Stolen,2016,,,,,
no_match,,guns-n-roses-live-in-argentina-93,,Guns N' Roses : Live in Argentina '93,,,,,,
low_confidence,222954,i-ragazzi-della-via-pal,0.6348,I ragazzi della via Pal,2003,Die Jungen von der Paulstraße,2003,2003-12-03,0.4210,
no_match,,alice-coltrane-black-journal-segment,,Alice Coltrane [Black Journal segment],1970,,,,,
no_match,,inferno-cop,,Inferno Cop,2012,,,,,
no_match,,craig-ferguson-presents-hobo-fabulous,,Craig Ferguson Presents: Hobo Fabulous,2019,,,,,
no_match,,dont-fk-with-cats-hunting-an-internet-killer,,Don't F**k with Cats: Hunting an Internet Killer,2019,,,,,
collision_existing,60723,genesis-the-way-we-walk-live-in-concert-1993,1.2501,Genesis - The Way We Walk: Live in Concert,1993,Genesis - The Way We Walk: Live in Concert,1993,1993-03-29,0.1871,genesis-the-way-we-walk-live-in-concert
no_match,,official-exterminator-4-goddess-mission,,Official Exterminator 4: Goddess Mission,1988,,,,,
no_match,,kentucky-fried-zombies,,Kentucky Fried Zombies,2008,,,,,
no_match,,robotic-mutation,,Robotic Mutation,1998,,,,,
no_match,,super-mario-world-2-yoshis-island-a-magical-tour-of-yoshis-island,,Super Mario World 2: Yoshi's Island - A Magical Tour of Yoshi's Island,1995,,,,,
no_match,,playback-time,,Playback Time,2007,,,,,
low_confidence,159263,rebels-in-canada,0.7207,Rebels in Canada,1965,Hudson River Massacre,1965,1965-11-12,0.2169,
collision_existing,118913,first-time-1,1.0005,First Time,,First Time,2012,2012-06-08,1.0515,first-time-2
low_confidence,1695489,call-heaven-to-heaven,0.7512,Call Heaven to Heaven,2019,A Phone Call to Heaven,2020,2020-11-03,0.0546,
no_match,,chicken-run-2,,Chicken Run 2,,,,,,
no_match,,frontline-the-confessions,,Frontline: The Confessions,2010,,,,,
no_match,,the-tsunami-special,,The Tsunami Special,2018,,,,,
no_match,,tres-citas-con-el-destino,,Tres citas con el destino,1954,,,,,
no_match,,oswald-jenkins-an-examination-of-ptsd,,Oswald Jenkins: An Examination of PTSD,2017,,,,,
no_match,,mind-the-gap-2007,,Mind the Gap,2007,,,,,
no_match,,abosheshey-at-the-end-of-it-all,,Abosheshey - At The End of It All,2011,,,,,
low_confidence,393495,kothanodi,0.7239,Kothanodi,2015,Kothanodi: The River of Fables,2015,2015-10-10,0.3740,
no_match,,les-voleurs,,Les Voleurs,2019,,,,,
no_match,,kenny-and-spenny-paldemic-special,,Kenny and Spenny Paldemic Special,2020,,,,,
no_match,,metallica-1985-day-on-the-green,,Metallica: [1985] Day on the Green,1985,,,,,
no_match,,keep-your-head-up-kid-the-don-cherry-story,,"Keep Your Head Up, Kid: The Don Cherry Story",2010,,,,,
no_match,,the-making-of-not-alone-in-here,,The Making of Not Alone in Here,2020,,,,,
no_match,,louis-therouxs-altered-states,,Louis Theroux: Altered States,2018,,,,,
no_match,,nekomonogatari-black,,Nekomonogatari (Black),2012,,,,,
no_match,,film:639736,,Γιώργος Χατζηπαύλου - Σχεδόν Σαράντα,2020,,,,,
no_match,,the-pet-girl-of-sakurasou,,The Pet Girl of Sakurasou,2012,,,,,
no_match,,vienna-girls,,Vienna Girls,1949,,,,,
no_match,,soreike-anpanman-buruburu-no-takarasagashi-daibouken,,Soreike! Anpanman: Buruburu no takarasagashi daibouken!,2017,,,,,
collision_existing,140447,one-night,1.2503,One Night,2012,One Night,2012,2012-04-19,0.6557,one-night-2012
no_match,,faucets,,Faucets,2018,,,,,
no_match,,firmanent,,Firmanent,2019,,,,,
low_confidence,41688,alle-er-100-assholes,0.6897,Alle er 100% Assholes!,2015,Wulffmortenthaler: Alle er 100% Assholes!,2005,2005-10-31,0.1543,
no_match,,charles-ii-the-power-and-the-passion,,Charles II: The Power and The Passion,2003,,,,,
no_match,,philippine-science,,Philippine Science,2007,,,,,
no_match,,plastic-memories,,Plastic Memories,2015,,,,,
no_match,,akher-kalam,,Akher Kalam,2008,,,,,
no_match,,lady-gaga-live-at-glastonbury-festival,,Lady Gaga: Live at Glastonbury Festival,2009,,,,,
no_match,,one-for-the-angels,,One for the Angels,1959,,,,,
no_match,,conspiracy-theory-pentagon,,Conspiracy Theory Pentagon,2010,,,,,
low_confidence,888009,subway-serial-rape,0.7446,Subway Serial Rape,1985,Subway Serial Rape: Office Lady Hunting,1986,1986-08-23,3.4016,
no_match,,the-2nd-annual-live-on-cinema-oscar-special,,The 2nd Annual Live 'On Cinema' Oscar Special,2014,,,,,
low_confidence,1248083,werewolf-1968,0.7206,Werewolf,1968,The Nights of the Werewolf,1968,1968-01-01,0.0510,
no_match,,mitch-hedberg-uncut,,Mitch Hedberg Uncut,1999,,,,,
no_match,,the-softening-of-the-egg,,The Softening of the Egg,1975,,,,,
low_confidence,159039,dr-ketel,0.6311,Dr. Ketel,2011,Dr. Ketel - Der Schatten von Neukölln,2011,2011-09-17,0.2592,
no_match,,the-fall-of-76,,The Fall of 76,2019,,,,,
no_match,,a-red-pill,,A Red Pill,2016,,,,,
no_match,,the-cat-with-hands-pilot-version,,The Cat with Hands (Pilot Version),2000,,,,,
no_match,,shake-rattle-and-roll-8,,Shake Rattle and Roll 8,2006,,,,,
no_match,,agatha-christie-poirot-the-theft-of-the-royal-ruby,,Agatha Christie: Poirot. The Theft of the Royal Ruby,,,,,,
no_match,,a-very-british-romance-with-lucy-worsley,,A Very British Romance with Lucy Worsley,2015,,,,,
no_match,,twinkle-twinkle-little-telstar,,Twinkle Twinkle Little Telstar,1965,,,,,
no_match,,the-rise-and-fall-of-nokia,,The Rise and Fall of Nokia,2018,,,,,
low_confidence,418093,truth-is-in-heaven,0.6001,Truth Is in Heaven,2016,La verità sta in cielo,2016,2016-10-06,0.2327,
no_match,,the-bizzare-case-of-stephen-mcdaniel,,The Bizzare Case of Stephen McDaniel,2020,,,,,
no_match,,day-of-disaster,,Day of Disaster,2007,,,,,
no_match,,what-mad-persuit,,What Mad Persuit,1985,,,,,
no_match,,twenty-thousand-streets-under-the-sky,,Twenty Thousand Streets Under The Sky,2005,,,,,
no_match,,marple-sleeping-murder,,Marple: Sleeping Murder,2006,,,,,
no_match,,lady-gaga-london-live,,Lady Gaga: London Live,2010,,,,,
no_match,,miss-nymphets-zap-in,,Miss Nymphet's Zap-In,1970,,,,,
no_match,,the-polygon,,The Polygon: The Untold Secret of the Soviet Union's Nuclear Testing Program in Kazakhstan,2014,,,,,
no_match,,torn-apart-2006,,Torn Apart,2006,,,,,
no_match,,film:640179,,Παναγιώτης Κούδας - Πόσο Μόνος Είναι Αυτός ο Μάκης,2020,,,,,
no_match,,khetta-badila,,Khetta Badila,2015,,,,,
low_confidence,1022500,a-miraculous-christmas-special-tales-of-ladybug-and-cat-noir,0.6072,A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,2017,PJ Masks: Hello Christmas,2017,2017-02-01,0.0362,
low_confidence,102223,dogs-1998,0.7207,Dogs,1998,State of Dogs,1998,1998-09-16,0.2211,
no_match,,willi-and-the-windsors,,Willi and the Windsors,1996,,,,,
low_confidence,24650,fountain-2000,0.6675,Fountain,2000,The Fountainhead,1949,1949-06-25,1.7176,
no_match,,alex-wheatle,,Alex Wheatle,2020,,,,,
no_match,,ted-bundy-falling-for-a-killer,,Ted Bundy: Falling for a Killer,2020,,,,,
no_match,,new-yuck,,New Yuck,2019,,,,,
no_match,,jeom,,Jeom,2018,,,,,
no_match,,the-empty-cushion,,The Empty Cushion,1957,,,,,
no_match,,malice-aforethought-1979,,Malice Aforethought,1979,,,,,
no_match,,banacek-detour-to-nowhere,,Banacek: Detour to Nowhere,1972,,,,,
no_match,,5150-mall-cop,,5150 Mall Cop,2005,,,,,
no_match,,engeyum-eppodhum,,Engeyum Eppodhum,2011,,,,,
no_match,,the-great-space-jam,,The Great Space Jam,2011,,,,,
no_match,,female-prisoner-ayaka-tormenting-and-breaking-in-a-bitch,,Female Prisoner Ayaka: Tormenting and Breaking in a Bitch,2008,,,,,
no_match,,inxs-mystify,,INXS: Mystify,2010,,,,,
no_match,,the-magnificent-bandits,,The Magnificent Bandits,1969,,,,,
low_confidence,1588078,park-ghost-park,0.6250,Park Ghost Park,2016,Ghost in the Park,2025,2025-11-30,0.0071,
no_match,,the-crimson-petal-and-the-white,,The Crimson Petal and the White,2011,,,,,
no_match,,ponysmashers-tiny-bits-hollywood,,Ponysmasher's Tiny Bits - Hollywood,2013,,,,,
no_match,,the-power-of-nightmares,,The Power of Nightmares,2004,,,,,
no_match,,cinema-europe-the-other-hollywood,,Cinema Europe: The Other Hollywood,1995,,,,,
low_confidence,1048202,marriage-is-for,0.7318,Marriage Is For...,2009,Marriage Is for the Braves,1983,1983-01-01,0.2736,
no_match,,nobody-is-innocent-20-years-later,,Nobody Is Innocent: Twenty years later,2010,,,,,
no_match,,sewers-of-gold,,Sewers of Gold,1980,,,,,
no_match,,tina-bobby,,Tina & Bobby,2017,,,,,
no_match,,richard-edlund-vs-his-sons,,Richard Edlund VS His Sons,1990,,,,,
low_confidence,713637,me-and-the-cult-leader,0.6239,Me and the Cult Leader,2020,Me and the Cult Leader: A Modern Report on the Banality of Evil,2021,2021-03-20,0.2240,
no_match,,pacchigi,,Pacchigi!,2005,,,,,
no_match,,tomb-raider-collection,,Tomb Raider Collection,,,,,,
no_match,,woman-from-the-torrid-land,,Woman from the Torrid Land,1978,,,,,
no_match,,aus-der-tiefe-der-zeit,,Aus der Tiefe der Zeit,2013,,,,,
low_confidence,253553,a-historical-sketch-of-indian-women,0.7237,A Historical Sketch of Indian Women,1975,The Indian Woman - An Historical Assessment,1975,1975-02-01,0.1105,
no_match,,olive-kitteridge,,Olive Kitteridge,2014,,,,,
no_match,,midnight-runaround,,Midnight Runaround,1994,,,,,
no_match,,five-star-ride,,Five Star Ride,2020,,,,,
no_match,,star-wars-the-lost-patrol,,Star Wars: The Lost Patrol,2018,,,,,
low_confidence,438972,sound-of-the-earth,0.7501,Sound of the Earth,2020,The Sound of the Shaking Earth,1990,1990-10-22,0.1143,
no_match,,the-eighth-type,,The Type 8,2018,,,,,
no_match,,hearafter,,Hearafter,2010,,,,,
no_match,,perpetual-grace-ltd,,Perpetual Grace LTD,2019,,,,,
no_match,,biffy-clyro-live-at-glastonbury-2017,,Biffy Clyro: Live at Glastonbury 2017,2017,,,,,
low_confidence,579056,mama-1971,0.7501,Mama,1971,Mama Dolores,1971,1971-12-02,0.1517,
no_match,,drug-bust-doody,,Drug Bust Doody,2013,,,,,
collision_existing,465383,ouroboros-2017,1.2501,Ouroboros,2017,Ouroboros,2017,2017-04-29,0.1775,ouroboros-2017-1
no_match,,china-a-century-of-revolution,,China  - A Century of Revolution,1997,,,,,
low_confidence,271788,spinning-the-tales-of-cruelty-towards-women,0.6340,Spinning the Tales of Cruelty Towards Women,1984,The Cruel Story of a Woman Who Spins and Spins the Wheel,1984,1984-02-25,0.2648,
no_match,,the-cuba-libre-story,,The Cuba Libre Story,2015,,,,,
no_match,,him-love-metal-archives-vol-1-him-vs-bam,,HIM: Love Metal Archives Vol. 1 - HIM vs BAM,2005,,,,,
no_match,,handsome-woodland-enchantment-of-a-mindful-soothsayer,,Handsome Woodland Enchantment Of A Mindful Soothsayer,,,,,,
no_match,,the-day-dorival-faced-the-guards,,The Day Dorival Faced the Guards,1986,,,,,
no_match,,who-killed-garrett-phillips,,Who Killed Garrett Phillips?,2019,,,,,
collision_existing,69324,rain-2001-1,1.2502,Rain,2001,Rain,2001,2001-09-01,0.3979,rain-2001-3
low_confidence,415488,the-principal-2000,0.6210,The Principal,2000,The Headmaster,2000,2000-07-26,1.1690,
no_match,,frontline-a-death-in-st-augustine,,Frontline: A Death in St. Augustine,2013,,,,,
no_match,,the-geography-of-fear,,The Geography of Fear,2000,,,,,
no_match,,no-logo-taking-aim-at-the-brand-bullies,,No Logo: Taking Aim at the Brand Bullies,2003,,,,,
no_match,,penetracoes-profundas,,Penetrações Profundas,1984,,,,,
no_match,,spirit-warrior-festival-of-the-ogres-revival,,Spirit Warrior: Festival of the Ogres Revival,1988,,,,,
low_confidence,588010,song-and-dance,0.6849,Song and Dance,1984,Andrew Lloyd Webber's Song & Dance,1984,1984-08-27,0.1989,
no_match,,secret-state,,Secret State,2012,,,,,
no_match,,toffe-jongens-onder-de-mobilisatie-deel-1,,Toffe jongens onder de mobilisatie (deel 1),1914,,,,,
collision_existing,401146,your-lie-in-april-2014,1.0008,Your Lie in April,2014,Your Lie in April,2016,2016-09-10,1.6718,your-lie-in-april-moments
low_confidence,980645,gentleman-jack,0.6364,Gentleman Jack,2019,Gentleman Jack Changed My Life,2022,2022-05-24,0.0388,
no_match,,radio-arrow,,Radio Arrow,1998,,,,,
no_match,,andarivadu,,Andarivadu,2005,,,,,
no_match,,voltage-fighters-gowcaizer-the-movie,,Voltage Fighters: Gowcaizer the Movie,1996,,,,,
no_match,,polish-legends-operation-basilisk,,Polish Legends: Operation Basilisk,2016,,,,,
no_match,,sense8-happy-fcking-new-year,,Sense8: Happy F*cking New Year,2016,,,,,
no_match,,the-nations-health,,The Nation's Health,1983,,,,,
no_match,,rose-colored-dance,,Rose Colored Dance,1965,,,,,
no_match,,the-white-storks,,The White Storks,1959,,,,,
no_match,,the-famous-five-4,,The Famous Five 4,2015,,,,,
no_match,,niandra,,Niandra,2018,,,,,
low_confidence,1466103,sons-2019,0.7046,S.O.N.S.,2019,Sons Of Bitches,2019,2019-09-12,0.0143,
no_match,,stronger-than-the-world-the-story-of-jose-aldo,,Stronger Than The World: The Story of José Aldo,2016,,,,,
no_match,,heart-beating-in-the-dark-new-version,,"Heart, Beating in the Dark – New Version",2005,,,,,
no_match,,bob-dylans-murder-most-foul,,Bob Dylan's Murder most foul,2020,,,,,
no_match,,mapleworth-murders,,Mapleworth Murders,2020,,,,,
low_confidence,328908,marie-1985,0.7264,Marie,1985,Blanche and Marie,1985,1985-04-03,0.3252,
no_match,,fire-over-africa,,Fire Over Africa,1954,,,,,
no_match,,claymore,,Claymore,2007,,,,,
no_match,,the-golden-yurt,,The Golden Yurt,1961,,,,,
no_match,,pura-handa-kaluwara,,Pura Handa Kaluwara,1997,,,,,
no_match,,the-shark-who-knew-too-much,,The Shark Who Knew Too Much,1989,,,,,
no_match,,lektra,,ÆLEKTRA,2020,,,,,
no_match,,hippopotamus-hunt,,Hippopotamus Hunt,1950,,,,,
no_match,,cicero-march,,Cicero March,1966,,,,,
no_match,,time-to-forget-mothers-cooking,,Time to Forget Mother's Cooking,2019,,,,,
no_match,,tonari-no-seki-kun-the-master-of-killing-time,,Tonari no Seki-kun: The Master of Killing Time,2014,,,,,
no_match,,pesthauch-der-menschlichkeit,,Pesthauch der Menschlichkeit,2020,,,,,
no_match,,marat-sade,,Marat/Sade,1967,,,,,
low_confidence,426901,minna-esupa-dayo-bangaihen-esupa-miyako-e-iku,0.7505,"Minna! Esupa Dayo! Bangaihen - Esupa, Miyako e Iku",2015,"All Esper Dayo! Special Edition - Esper, Go to City",2015,2015-04-03,1.0111,
no_match,,troll-champion-the-charlie-zelenoff-story,,Troll Champion: The Charlie Zelenoff Story,2016,,,,,
no_match,,v-the-artifice,,v. The Artifice,2020,,,,,
no_match,,assassins-creed-iii,,Assassin's Creed III,,,,,,
no_match,,mickeys-philharmagic-2003,,Mickey's PhilharMagic,2003,,,,,
no_match,,resisting-life,,Resisting Life,2008,,,,,
low_confidence,598461,clichy-montfermeil,0.7501,Clichy-Montfermeil,2020,365 jours à Clichy Montfermeil,2006,2006-11-01,0.1206,
no_match,,detective-conan-moonlight-sonata-murder-case,,Detective Conan: Moonlight Sonata Murder Case,1996,,,,,
no_match,,not-for-ourselves-alone-the-story-of-elizabeth-cady-stanton-susan-b-anthony,,Not for Ourselves Alone: The Story of Elizabeth Cady Stanton & Susan B. Anthony,1999,,,,,
no_match,,we-bare-bears-bear-stack,,We Bare Bears: Bear Stack,2017,,,,,
no_match,,gorillaz-making-of-plastic-beach,,gorillaz: making of plastic beach,2010,,,,,
low_confidence,390751,solitary-state,0.7273,Solitary State,,Solitary,2016,2016-04-16,0.1012,
no_match,,hood-streetz-yowg-gangs,,Hood Streetz: Yowg Gangs,2016,,,,,
no_match,,the-kids-in-the-hall-death-comes-to-town,,The Kids in the Hall: Death Comes to Town,2010,,,,,
no_match,,staring-at-festive-herbie-for-90-minutes,,Staring at Festive Herbie for 90 Minutes,2018,,,,,
no_match,,tanner-88,,Tanner '88,1988,,,,,
no_match,,your-husband-is-my-lover,,Your Husband is My Lover,1975,,,,,
collision_existing,139310,frost-2012,1.2501,Frost,2012,Frost,2012,2012-10-21,0.2111,frost-2012-2
no_match,,deathdream,,Deathdream,1974,,,,,
no_match,,travellers-nightmare,,Traveller's Nightmare,1909,,,,,
no_match,,tatort-fangschuss,,Tatort: Fangschuss,,,,,,
low_confidence,1095737,voogies-angel,0.6226,Voogie's Angel,1997,Voogie's Angel: Forever and Ever,1999,1999-01-25,0.7174,
low_confidence,36238,laboratory-of-the-devil,0.6871,Laboratory of the Devil,1989,Men Behind the Sun 2: Laboratory of the Devil,1991,1991-12-19,1.0478,
low_confidence,45719,onmyoji-the-yin-yang-master-ii,0.7506,Onmyoji: The Yin Yang Master II,2003,Onmyoji II,2003,2003-10-04,1.1102,
no_match,,twilight-in-the-forbidden-city,,Twilight in the Forbidden City,1992,,,,,
no_match,,time-warp-the-greatest-cult-films-of-all-time-vol-1-midnight-madness,,Time Warp: The Greatest Cult Films of All Time - Vol. 1: Midnight Madness,2020,,,,,
no_match,,regalo-de-navidad,,Regalo de Navidad,1996,,,,,
no_match,,fun-times-with-zack-2-belated-medias-man-of-steel-review,,Fun Times with Zack 2: Belated Media's Man of Steel Review,2013,,,,,
collision_existing,51393,white-night,1.2516,White Night,2009,White Night,2009,2009-11-19,3.2654,white-night-2009
no_match,,5ive-days-to-midnight,,5ive Days to Midnight,2004,,,,,
no_match,,mx-80-why-are-we-here,,MX-80: Why Are We Here?,1981,,,,,
no_match,,broadway-the-american-musical,,Broadway: The American Musical,2004,,,,,
low_confidence,383102,klammer-auf-klammer-zu,0.6137,Klammer auf Klammer zu,1966,One Brachet Close Brachet,1966,1966-11-01,0.0714,
no_match,,bumrush-boulder-colorado,,"BUMRUSH! Boulder, Colorado",,,,,,
no_match,,my-dread-is-school-school-is-dreadful-kanako-inuki-shout-collection,,"My Dread is School!, School is Dreadful! Kanako Inuki Shout Collection",1999,,,,,
no_match,,vestigios-parte-3,,Vestígios - Parte 3,2016,,,,,
no_match,,looking-after-jo-jo,,Looking After Jo Jo,1998,,,,,
no_match,,death-comes-to-pemberley,,Death Comes to Pemberley,2013,,,,,
no_match,,bokura-wa-aruku-tada-soredake,,"Bokura wa aruku, tada soredake",2009,,,,,
no_match,,an-unexciting-journey,,An Unexciting Journey,,,,,,
low_confidence,295413,theatre-of-fear,0.6091,Theatre of Fear,2014,The Midnight Horror Show,2014,2014-09-08,0.2092,
no_match,,two-girls-one-cup,,"Two Girls, One Cup",,,,,,
no_match,,car-seat-headrest-kexp-sessions,,Car Seat Headrest: KEXP Sessions,2019,,,,,
collision_existing,393154,amityville-toybox,1.2501,Amityville Toybox,2016,Amityville Toybox,2016,2016-06-07,0.2161,the-amityville-legacy
no_match,,gypsies,,Gypsies,1962,,,,,
