reason,tmdb_id,slug,score,movie_title,year_released,tmdb_title,tmdb_year,release_date,popularity,existing_slug
collision_existing,68730,silence-2016,1.2521,Silence,2016,Silence,2016,2016-12-23,4.2631,silence
collision_existing,38684,jane-eyre-2006,1.0017,Jane Eyre,2006,Jane Eyre,2011,2011-03-11,3.4664,jane-eyre-2011
collision_existing,434724,the-king-2017-1,1.2512,The King,2017,The King,2017,2017-01-18,2.4030,the-king-2017
collision_existing,17483,shelter-2007,1.2510,Shelter,2007,Shelter,2007,2007-06-16,2.0762,shelter
collision_existing,473149,traffik,1.0009,Traffik,1989,Traffik,2018,2018-04-20,1.8323,traffik-2018
low_confidence,651663,the-story-of-diana,0.7062,The Story of Diana,2017,The Diana Story: Part III: Legacy of Love,2017,2017-12-12,0.0286,
low_confidence,949003,the-brat-2020,0.7685,The Brat,2020,The Epplee Brothers,2020,2020-10-30,0.0239,
no_match,,a-history-of-the-blue-movie,,A History of the Blue Movie,1970,,,,,
collision_existing,57236,left-for-dead-2007-1,1.2502,Left for Dead,2007,Left for Dead,2007,2007-11-06,0.4275,left-for-dead-2007
collision_existing,224087,run-2013,1.2502,Run,2013,Run,2013,2013-07-03,0.3904,run-2013-2
no_match,,f-for-fake-trailer,,F for Fake Trailer,1973,,,,,
collision_existing,506407,social-animals,1.2504,Social Animals,2018,Social Animals,2018,2018-06-01,0.7179,social-animals-2018
low_confidence,27328,the-dead-hour,0.6157,The Dead Hour,2013,The Fun House,1977,1977-05-06,0.5651,
collision_existing,256391,iron-maiden-the-history-of-iron-maiden-part-3,1.0962,Iron Maiden: The History Of Iron Maiden - Part 3,2013,The History Of Iron Maiden - Part 3,2013,2013-03-25,0.1559,the-history-of-iron-maiden-part-3-1986-1988
no_match,,wwe-the-american-dream-the-dusty-rhodes-story,,WWE: The American Dream - The Dusty Rhodes Story,2006,,,,,
collision_existing,608004,the-manhunter,0.9630,The Manhunter,1972,The Manhunters,1987,1987-01-01,0.1103,the-manhunt
collision_existing,399220,away-2016-1,1.2504,Away,2016,Away,2016,2016-06-22,0.7044,away-2016
no_match,,the-hannibal-lecter-collection,,The Hannibal Lecter Collection,,,,,,
collision_existing,1954,the-butterfly-effect,1.2550,The Butterfly Effect,2004,The Butterfly Effect,2004,2004-01-17,10.0340,butterfly-effect
no_match,,bella-du-jour,,BELLA DU JOUR,2019,,,,,
collision_existing,125769,angel-1982-1,1.2503,Angel,1982,Angel,1982,1982-05-14,0.5372,angel-1982
collision_existing,701349,the-underdog-2018,0.7955,The Underdog,2018,El Zurdo: Revenge of the Underdog,2018,2018-05-18,0.0610,el-zurdo-revenge-of-the-underdog
no_match,,elliott-morgan-holy-shit,,Elliott Morgan: Holy Shit,2019,,,,,
collision_existing,627674,unforgettable-2019,1.2501,Unforgettable,2019,Unforgettable,2019,2019-10-23,0.2436,unforgettable-2019-1
collision_existing,322316,leonard-in-slow-motion,1.2501,Leonard in Slow Motion,2014,Leonard in Slow Motion,2014,2014-04-06,0.2880,slow-motion-2014
low_confidence,547071,chowboys,0.6826,Chowboys,2018,Chowboys: An American Folktale,2018,2018-09-21,0.3498,
collision_existing,67614,morte-e-vida-severina-2010,1.0001,Morte e Vida Severina,2010,Morte e Vida Severina,1981,1981-12-22,0.1628,morte-e-vida-severina
collision_existing,31875,last-resort-2008,1.0004,Last Resort,2008,Last Resort,2000,2000-02-23,0.7035,last-resort
no_match,,lianne-la-havas-glastonbury-2013,,Lianne La Havas: Glastonbury 2013,2013,,,,,
no_match,,hurrah-the-school-is-burning,,"Hurrah, the School Is Burning",1969,,,,,
no_match,,the-exorcist-italian-style,,The Exorcist: Italian Style,1975,,,,,
collision_existing,283378,fallen-2020,1.0020,Fallen,2020,Fallen,2016,2016-11-10,3.9798,fallen-2016
low_confidence,363093,the-tiger-an-old-hunters-tale,0.7131,The Tiger: An Old Hunter's Tale,2015,The Tiger,2015,2015-12-16,3.0843,
no_match,,more-tales-of-the-city,,Armistead Maupin's More Tales of the City,1998,,,,,
low_confidence,1691358,darkest-knight-2003-1,0.6667,Darkest Knight,2003,Nightwing: The Darkest Knight,,,0.0071,
collision_existing,110097,rem-this-film-is-on-2000,1.0001,R.E.M. - This Film Is On,2000,R.E.M. - This Film Is On,1991,1991-09-24,0.1728,rem-this-film-is-on
no_match,,nsu-german-history-x-the-victims,,NSU: German History X - The Victims,2016,,,,,
collision_existing,472553,zoo-2018,1.2505,Zoo,2018,Zoo,2018,2018-06-08,1.0518,zoo-2017
no_match,,unsolved-mysteries-missing-witness,,Unsolved Mysteries: Missing Witness,2020,,,,,
no_match,,katanagatari,,Katanagatari,2010,,,,,
collision_existing,11215,baby-boom,1.2510,Baby Boom,1987,Baby Boom,1987,1987-10-07,1.9998,baby-m
no_match,,why-zeman-made-the-film,,Why Zeman Made the Film,2015,,,,,
no_match,,elseworlds,,Elseworlds,2018,,,,,
low_confidence,747244,espacios,0.6218,Espacios,2020,Confined Spaces,2019,2019-06-01,0.0416,
collision_existing,360635,hero-2015-1,1.2505,HERO,2015,Hero,2015,2015-07-18,1.0169,hero-2015
low_confidence,199406,art-of-conflict,0.7419,Art of Conflict,2012,Art of Conflict: The Murals of Northern Ireland,2012,2012-10-11,0.2528,
collision_existing,491497,the-other-side-2016,1.2500,The Other Side,2016,The Other Side,2016,2016-12-08,0.0546,the-other-side-2016-1
collision_existing,580764,benet,0.7692,BENET,2020,Benetton,2004,2004-01-01,0.0143,benetton
no_match,,marple-a-murder-is-announced,,Marple: A Murder Is Announced,2005,,,,,
no_match,,all-night-long-collection,,All Night Long Collection,,,,,,
no_match,,e-de-manha,,é de manhã,2019,,,,,
no_match,,dinosaur-train-im-a-t-rex,,Dinosaur Train: I'm a T-Rex,,,,,,
no_match,,ani-a-parody,,ANI: A Parody,2014,,,,,
collision_existing,582922,back-home-2020,1.2502,Back Home,2020,Back Home,2020,2020-01-29,0.4924,back-home-2019
no_match,,anteater-1,,Animal World: Anteater,2020,,,,,
collision_existing,383081,erotic-stories,1.2502,Erotic Stories,1980,Erotic Stories,1980,1980-03-13,0.4513,erotic-stories-1980
no_match,,madonna-our-new-high-school-queen,,"Madonna, Our New High-School Queen",1988,,,,,
no_match,,nirvana-1991-rome-italy,,"Nirvana: [1991] Rome, Italy",1991,,,,,
no_match,,napoleon-dynamite-forwards-and-backwards,,Napoleon Dynamite Forwards and Backwards,2018,,,,,
no_match,,the-enfield-haunting,,The Enfield Haunting,2015,,,,,
collision_existing,591369,the-christmas-gift-2018,1.2501,The Christmas Gift,2018,The Christmas Gift,2018,2018-11-09,0.1850,the-christmas-gift-1
collision_existing,356626,black-2015,1.2503,Black,2015,Black,2015,2015-11-11,0.5727,black-2015-1
low_confidence,49701,checkmate-1956,0.6501,Checkmate,1956,Fool’s Mate,1956,1956-11-01,0.2676,
collision_existing,11618,the-haunting-1999,1.2517,The Haunting,1999,The Haunting,1999,1999-07-23,3.3398,the-haunting-1
collision_existing,119834,henry-viii-1979,1.2502,Henry VIII,1979,Henry VIII,1979,1979-02-25,0.4738,henry-viii
low_confidence,23502,robotech-code-name,0.7073,Robotech: Code Name,1985,Codename: Robotech,1985,1985-03-01,0.3817,
no_match,,agatha-christies-poirot-murder-on-the-orient-express-2010-1,,Agatha Christie's Poirot: Murder on the Orient Express,2010,,,,,
no_match,,marple-the-pale-horse-2011,,Marple: The Pale Horse,2011,,,,,
no_match,,female-teacher-rope-hell,,Female Teacher in Rope Hell,1981,,,,,
collision_existing,297762,wonder-woman-2017,1.2585,Wonder Woman,2017,Wonder Woman,2017,2017-05-30,17.0785,wonder-woman-2011
collision_existing,473768,more-2018,1.1002,More,2018,More,2017,2017-07-03,0.3646,more-2017
no_match,,is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-on-the-side-sword-oratoria,,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria,2017,,,,,
no_match,,i-love-you-now-die-the-commonwealth-v-michelle-carter,,"I Love You, Now Die: The Commonwealth v. Michelle Carter",2019,,,,,
no_match,,twice-upon-a-yesterday,,Twice Upon a Yesterday,1998,,,,,
no_match,,los-favoritos-de-midas,,Los favoritos de Midas,,,,,,
no_match,,unreal-estate-the-royal-academy-is-yours,,Unreal Estate (the Royal Academy is yours),2015,,,,,
no_match,,boogiepop-phantom,,Boogiepop Phantom,2000,,,,,
no_match,,rebellion-the-litvinenko-case,,Rebellion: The Litvinenko Case,2007,,,,,
no_match,,modern-marvels-walt-disney-world,,Modern Marvels - Walt Disney World,2005,,,,,
low_confidence,654348,papa-comme-maman,0.7138,Papa comme maman,1977,Libre Propos Sur La Fonction De Mère – Papa Comme Maman,1977,1977-11-18,0.0286,
no_match,,inside-story-chappaquiddick,,Inside Story: Chappaquiddick,1994,,,,,
no_match,,solva-saal,,Sixteenth Year,1958,,,,,
collision_existing,362493,ror,0.7667,Ror,2014,Swifts,2013,2013-10-28,0.0552,swifts
no_match,,great-planet-evil-destroyer-dangaio,,Great Planet Evil-Destroyer Dangaio,1987,,,,,
collision_existing,205587,the-judge-2014,1.2526,The Judge,2014,The Judge,2014,2014-10-08,5.1448,the-oder
collision_existing,465671,9-11-15-years-later,1.0408,9/11: 15 years later,2016,9/11: Fifteen Years Later,2016,2016-09-11,0.1303,9-11-fifteen-years-later
collision_existing,85640,the-caretakers,1.2502,The Caretakers,1963,The Caretakers,1963,1963-08-21,0.3740,the-caretaker-1963-1
low_confidence,762987,robert-zemeckis-on-smoking-drinking-and-drugging-in-the-20th-century-in-pursuit-of-happiness,0.6639,"Robert Zemeckis on Smoking, Drinking and Drugging in the 20th Century: In Pursuit of Happiness",1999,The Pursuit of Happiness,1999,1999-09-13,0.2950,
collision_existing,58448,knock-2011,1.0196,Knock,2011,Knockout,2011,2011-03-05,0.8253,knockout
no_match,,eggys-sax-solo,,Eggy's Sax Solo,,,,,,
no_match,,who-laughs-in-hell,,Who Laughs In Hell,2020,,,,,
collision_existing,93465,the-chinese-feast,1.2512,The Chinese Feast,1995,The Chinese Feast,1995,1995-01-28,2.3562,the-chinese-man
no_match,,the-mind-explained,,"The Mind, Explained",2019,,,,,
collision_existing,185162,possessed-2002-1,1.2504,Possessed,2002,Possessed,2002,2002-06-19,0.8780,possessed-2002
no_match,,the-evil-protege,,The Evil Protege,,,,,,
no_match,,the-dirty-seven,,The Dirty Seven,1982,,,,,
no_match,,gaaluni-mujriman,,Gaaluni mujriman,1954,,,,,
collision_existing,28779,pinocchio-1971-1,1.2503,Pinocchio,1971,Pinocchio,1971,1971-01-01,0.6489,pinocchio-1971
collision_existing,740635,the-gift-2020,1.2501,The Gift,2020,The Gift,2020,2020-01-11,0.1328,the-gift-2020-2
no_match,,the-police-ghost-in-the-machine-tour-live-at-gateshead-1982,,The Police: Ghost In The Machine Tour - Live At Gateshead 1982,2001,,,,,
collision_existing,46706,les-formidables,1.2501,Threat,2006,Threat,2006,2006-01-13,0.1786,threat
collision_existing,188828,egg-2005-1,1.2503,Egg,2005,Egg,2005,2005-03-06,0.6822,egg-2005
collision_existing,199924,lost-and-found-2005,1.2502,Lost and Found,2005,Lost and Found,2005,2005-04-13,0.4007,lost-and-found-2005-1
collision_existing,597156,the-boys-in-the-band-2020,1.2506,The Boys in the Band,2020,The Boys in the Band,2020,2020-09-30,1.2382,the-band-the-band-2
collision_existing,538621,the-trial-2018,1.2502,The Trial,2018,The Trial,2018,2018-11-08,0.4188,the-trial-2018-2
no_match,,orochi,,Orochi,1925,,,,,
low_confidence,1247840,night-eyes-1,0.6009,Night Eyes,2020,Difficulty Breathing LIVE at Night of 1000 Eyes,2020,2020-02-04,0.0806,
no_match,,day-of-freedom-our-armed-forces,,Day of Freedom - Our Armed Forces,1935,,,,,
no_match,,remington-and-the-curse-of-the-zombadings,,Remington and the Curse of the Zombadings,2011,,,,,
collision_existing,362382,anna-2015,1.2502,Anna,2015,Anna,2015,2015-10-02,0.3351,anna-2015-3
no_match,,the-line-of-beauty,,The Line of Beauty,2006,,,,,
collision_existing,119904,the-heart-of-the-matter,1.2502,The Heart of the Matter,1953,The Heart of the Matter,1953,1953-11-03,0.4021,the-heart-of-the-matter-1
collision_existing,616885,the-wrong-mommy,1.2505,The Wrong Mommy,2019,The Wrong Mommy,2019,2019-07-19,1.0330,the-decision-1
collision_existing,381452,lotte,1.2503,Lotte,2016,Lotte,2016,2016-10-27,0.5019,lotte-1
low_confidence,877135,the-planets-2019,0.6651,The Planets,2019,Holst: The Planets with Professor Brian Cox,2019,2019-06-01,0.0286,
no_match,,tracking-edith,,Tracking Edith,2018,,,,,
no_match,,larrotino,,L'arrotino,2001,,,,,
no_match,,frame-for-few-poses,,Frame for Few Poses,1976,,,,,
collision_existing,128,princess-mononoke,1.2582,Princess Mononoke,1997,Princess Mononoke,1997,1997-07-12,16.4974,mononoke
no_match,,the-dwarf-magician,,The Dwarf Magician,1960,,,,,
no_match,,middleditch-schwartz,,Middleditch & Schwartz,2020,,,,,
collision_existing,27413,the-dwelling-1991,1.0001,The Dwelling,1991,The Dwelling,1993,1993-01-01,0.2072,the-dwelling
collision_existing,537214,dust-2008,1.2500,Dust,2008,Dust,2008,2008-01-01,0.0828,dust-2008-1
no_match,,the-famous-five-2,,The Famous Five 2,2013,,,,,
no_match,,the-parent-trap-two-movie-collection-the-parent-trap-the-parent-trap-ii,,The Parent Trap Two-Movie Collection (The Parent Trap / The Parent Trap II),2005,,,,,
no_match,,wwe-batista-i-walk-alone,,WWE: Batista - I Walk Alone,2009,,,,,
collision_existing,9607,super-mario-bros-2022,1.0024,Super Mario Bros.,,Super Mario Bros.,1993,1993-05-28,4.8574,super-mario-bros
low_confidence,49734,space-battleship-yamato-final-chapter,0.6184,Space Battleship Yamato - Final Chapter,1983,Final Yamato,1983,1983-03-19,2.0081,
collision_existing,191435,i-dream-of-jeannie,0.8573,I Dream of Jeannie,,I Still Dream of Jeannie,1991,1991-10-20,0.4042,i-still-dream-of-jeannie
no_match,,my-brain-is-screaming-to-rest,,My Brain is Screaming to Rest,2020,,,,,
no_match,,the-transporter-collection,,The Transporter Collection,,,,,,
no_match,,lost-world-of-sinbad,,Lost World Of Sinbad,1963,,,,,
no_match,,tsukimonogatari,,Tsukimonogatari,2015,,,,,
collision_existing,459878,tough-guys-2017-1,1.2501,Tough Guys,2017,Tough Guys,2017,2017-06-15,0.1927,tough-guys-2017
no_match,,wwe-you-think-you-know-me-the-story-of-edge,,WWE: You Think You Know Me? The Story of Edge,2012,,,,,
low_confidence,665762,kruimeltje-en-de-strijd-om-de-goudmijn,0.6669,Kruimeltje,2020,Little Crumb Race to the Gold Mine,2020,2020-02-05,0.4780,
no_match,,while-the-water-runs-red,,While the Water Runs Red,2017,,,,,
collision_existing,765421,crossing,1.0006,Crossing,,Crossing,2024,2024-03-22,1.2902,crossing-2
collision_existing,1093,elevator-to-the-gallows,1.2509,Elevator to the Gallows,1958,Elevator to the Gallows,1958,1958-01-29,1.8451,elevator-to-the-gallows-2010
no_match,,foo-fighters-sonic-highways,,Foo Fighters Sonic Highways,2014,,,,,
no_match,,the-cowboys-flute,,The Cowboy's Flute,1963,,,,,
no_match,,los-primos-esperan,,Los primos esperan,2020,,,,,
collision_existing,53388,the-property-man,1.2502,The Property Man,1914,The Property Man,1914,1914-08-01,0.3817,the-goat-man
no_match,,jodi-arias-an-american-murder-mystery,,Jodi Arias: An American Murder Mystery,2018,,,,,
collision_existing,15775,if-only-2013,1.0022,If Only,2013,If Only,2004,2004-01-23,4.4603,if-only
collision_existing,314451,fever-2015,1.2501,Fever,2014,Fever,2014,2014-02-11,0.2320,fever-2014
collision_existing,166036,stereophonics-live-at-cardiff-castle,1.2500,Stereophonics Live at Cardiff Castle,1998,Stereophonics: Live At Cardiff Castle,1998,1998-07-23,0.0673,stereophonics-live-at-cardiff-castle-1998
collision_existing,727330,stray-2020,1.2501,Stray,2020,Stray,2020,2020-07-23,0.1073,film:674037
collision_existing,41456,the-quatermass-conclusion,1.2502,The Quatermass Conclusion,1979,The Quatermass Conclusion,1979,1979-10-24,0.3651,quatermass
no_match,,adventure-time-distant-lands-obsidian,,Adventure Time: Distant Lands,2020,,,,,
no_match,,factory-girl-2013,,Factory Girl,2013,,,,,
no_match,,beautiful-yellow-color,,Beautiful Yellow Color,1991,,,,,
collision_existing,64325,cross-2011,1.2505,Cross,2011,Cross,2011,2011-05-21,0.9017,cross
no_match,,a-street-rat-named-eddy,,A Street Rat Named Eddy,2019,,,,,
collision_existing,331205,marvel-espn-films-present-1-of-1-genesis,1.2501,Marvel & ESPN Films Present: 1 of 1: Genesis,2015,Marvel & ESPN Films Present: 1 of 1 - Genesis,2015,2015-03-17,0.2002,1-of-1-genesis
low_confidence,1243715,night-in-the-city,0.7392,Night in the City,1957,One Night in the Capital City,2012,2012-11-25,0.0453,
collision_existing,138769,the-daughter-2012-1,1.2502,The Daughter,2012,The Daughter,2012,2012-11-29,0.3376,the-daughter
collision_existing,2501,the-bourne-identity-2002,1.2563,The Bourne Identity,2002,The Bourne Identity,2002,2002-06-14,12.5987,the-bourne-identity
no_match,,tj-miller-farm-hippie,,T.J. Miller: Farm Hippie,2014,,,,,
collision_existing,295485,summer-2014-2,1.2503,Summer,2014,Summer,2014,2014-09-28,0.6698,summer-2014
collision_existing,732763,karlekens-kors,1.2502,Kärlekens kors,1946,Cross of Love,1946,1946-03-08,0.4666,cross-of-love
no_match,,the-adventures-of-dot,,The Adventures of Dot,,,,,,
low_confidence,105541,nogent,0.6137,Nogent,1929,"Nogent, Eldorado du dimanche",1929,1929-07-27,0.1048,
no_match,,new-york-2150,,New York 2150,2017,,,,,
collision_existing,398394,limbo-2016-1,1.2502,Limbo,2016,Limbo,2016,2016-05-17,0.4494,limbo-2016
no_match,,cineastes-de-notre-temps-luis-bunuel,,Cinéastes de notre temps : Luis Buñuel,1964,,,,,
low_confidence,554572,do-you-know-thomas,0.7351,Do You Know Thomas?,2019,This Is Tomas,2019,2019-07-26,0.4691,
no_match,,lost-found-video-night-vol-3,,Lost & Found Video Night Vol. 3,2003,,,,,
no_match,,toradora,,Toradora!,2008,,,,,
no_match,,sherlock-the-empty-hearse-2013,,Sherlock: The Empty Hearse,2013,,,,,
collision_existing,97883,fight-the-fight,0.8502,Fight the Fight,2011,The Great Fight,2011,2011-06-05,0.3368,the-great-fight
no_match,,manrape,,Manrape,1978,,,,,
collision_existing,23173,tormented-2009,1.2504,Tormented,2009,Tormented,2009,2009-05-22,0.8357,tormented-2011
collision_existing,10843,after-hours-1984,1.1019,After Hours,1984,After Hours,1985,1985-09-13,3.7371,after-hours
no_match,,serial-killer-1,,Serial Killer 1,2014,,,,,
no_match,,my-mother-and-other-strangers,,My Mother and Other Strangers,2016,,,,,
no_match,,polizeiruf-110-stillschweigen,,Polizeiruf 110: Stillschweigen,2012,,,,,
collision_existing,453652,tango-1933,1.2501,Tango,1933,¡Tango!,1933,1933-04-26,0.2537,tango-1933-1
no_match,,30-even-scarier-movie-moments,,30 Even Scarier Movie Moments,2007,,,,,
collision_existing,82695,les-miserables-1912,1.0037,Les Misérables,1912,Les Misérables,2012,2012-12-18,7.3725,les-miserables-2000
collision_existing,77625,moving-target-1988,1.2502,Moving Target,1988,Moving Target,1988,1988-02-08,0.4818,moving-target
collision_existing,156009,assume-the-position-201-with-mr-wuhl,1.2502,Assume the Position 201 with Mr. Wuhl,2007,Assume the Position 201 with Mr. Wuhl,2007,2007-07-07,0.3298,assume-the-position-with-mr-wuhl
collision_existing,81850,space-adventure-cobra,1.2508,Space Adventure Cobra: The Movie,1982,Space Adventure Cobra: The Movie,1982,1982-07-03,1.5621,space-cobra
no_match,,megalobox,,MEGALOBOX,2018,,,,,
low_confidence,28447,nations-pride,0.6503,Nation's Pride,2009,Stolz der Nation,2009,2009-08-21,0.6990,
no_match,,wain-stop-2017,,Wain Stop,2017,,,,,
no_match,,daera,,Daera,1953,,,,,
collision_existing,611852,fabulous-1,1.0002,Fabulous,,Fabulous,2019,2019-08-23,0.4191,fabulous-2019-1
no_match,,twig,,Twig,2018,,,,,
no_match,,melrose-rich-little-bitch,,Melrose: Rich Little Bitch,1987,,,,,
no_match,,jenny-lee-in-red-hot-mama,,Jenny Lee in Red Hot Mama,1945,,,,,
no_match,,tatort-nachtsicht,,Tatort: Nachtsicht,,,,,,
no_match,,the-penny-market-on-the-reeperbahn,,The Penny Market on the Reeperbahn,2007,,,,,
no_match,,ac-dc-family-jewels-dvd-2,,AC/DC: Family Jewels DVD 2,2005,,,,,
collision_existing,618243,balloon-2019,1.2504,Balloon,2019,Balloon,2019,2019-09-08,0.8564,balloon-2019-1
collision_existing,10702,ascension,1.2502,Ascension,2002,Ascension,2002,2002-10-01,0.3619,ascension-2002
collision_existing,910,the-big-sleep,1.2515,The Big Sleep,1946,The Big Sleep,1946,1946-08-22,3.0474,the-big-sleep-1
collision_existing,88558,a-town-like-alice-1956,1.2503,A Town Like Alice,1956,A Town Like Alice,1956,1956-03-01,0.6225,a-town-like-alice
no_match,,detective-sugarcakes-freddy,,Detective Sugarcakes - Freddy,2019,,,,,
collision_existing,1020796,selfie-2015,1.2501,Selfie,2015,Selfie,2015,2015-07-03,0.2688,selfie-2015-3
collision_existing,175,the-big-blue-1988,1.2521,The Big Blue,1988,The Big Blue,1988,1988-05-10,4.1380,the-big-blue
no_match,,emma-2009,,Emma,2009,,,,,
collision_existing,51763,the-long-walk-home,1.2508,The Long Walk Home,1990,The Long Walk Home,1990,1990-12-21,1.5331,the-long-walk-home-2001
no_match,,the-monocled-mutineer,,The Monocled Mutineer,1986,,,,,
low_confidence,323171,lola-1970,0.6502,Lola,1970,Lola la Piconera,1970,1970-01-24,0.3124,
no_match,,akai-hayate,,Akai Hayate,1991,,,,,
no_match,,polizeiruf-110-und-vergib-uns-unsere-schuld,,Polizeiruf 110 : Und vergib uns unsere Schuld,2016,,,,,
collision_existing,12529,boot-hill,1.2507,Boot Hill,1969,Boot Hill,1969,1969-12-20,1.4104,zwei-haun-auf-den-putz
collision_existing,477510,dog-days-2018-1,1.2507,Dog Days,2018,Dog Days,2018,2018-08-10,1.4549,dog-days-2018
no_match,,takeru-yamato,,Takeru Yamato,1994,,,,,
no_match,,seasons-of-loss,,Seasons of Loss,2019,,,,,
no_match,,spy-kids-collection,,Spy Kids Collection,,,,,,
collision_existing,542330,reborn-2018-1,1.2504,Reborn,2018,Reborn,2018,2018-08-03,0.7924,reborn-2018
no_match,,coldplay-live-at-glastonbury-2005,,Coldplay: Live at Glastonbury 2005,2005,,,,,
collision_existing,446138,one-day-2017-1,1.2506,One Day,2017,One Day,2017,2017-04-05,1.2223,one-day-2017
no_match,,the-mona-initiative,,The Mona Initiative,2018,,,,,
collision_existing,104471,the-haunted-castle-1897,0.6620,The Haunted Castle,1897,Le château hanté,1897,1897-01-01,0.4383,the-haunted-castle-1897-1
low_confidence,68261,rocky-mountain-mystery,0.6592,Rocky Mountain Mystery,1935,The Fighting Westerner,1935,1935-03-01,0.2980,
collision_existing,490780,dark-money-2019,1.1000,Dark Money,2019,Dark Money,2018,2018-01-22,0.0475,dark-money
no_match,,miss-dior,,Miss Dior,2017,,,,,
collision_existing,299555,that-night-1958,1.2501,That Night,1958,That Night,1958,1958-09-11,0.2841,cette-nuit-la
collision_existing,507612,my-little-monster,1.2509,My Little Monster,2018,My Little Monster,2018,2018-04-27,1.8610,my-little-monster-2012
low_confidence,670591,neurotica-episode-1-eureka,0.6252,Neurotica Episode 1: Eureka!,2019,Eureka!,2019,2019-04-25,0.3608,
collision_existing,133360,alien-terminator,1.2501,Alien Terminator,1996,Alien Terminator,1996,1996-10-09,0.2222,alien-species
no_match,,in-search-of-the-trojan-war,,In Search of the Trojan War,1985,,,,,
no_match,,mobile-suit-gundam-unicorn-vol-5,,Mobile Suit Gundam Unicorn Vol. 5,2012,,,,,
no_match,,palawan-fate,,Palawan Fate,2011,,,,,
collision_existing,186612,fortunes-of-war,1.2502,Fortunes of War,1994,Fortunes of War,1994,1994-12-07,0.4431,fortunes-of-war-1987
no_match,,agatha-christie-poirot-the-adventure-of-johnnie-waverly,,Agatha Christie: Poirot. The Adventure of Johnnie Waverly,,,,,,
no_match,,the-nihilists,,The Nihilists,1905,,,,,
no_match,,pettersson-and-findus-findus-is-moving,,Pettersson and Findus - Findus Is Moving,2018,,,,,
collision_existing,11235,local-hero-1,1.0010,Local Hero,,Local Hero,1983,1983-02-17,2.0946,local-hero
no_match,,my-life-as-a-student,,My Life as a Student,2014,,,,,
collision_existing,292431,love-2016,1.1074,Love,2016,Love,2015,2015-07-15,14.7326,love-7
low_confidence,221171,kilplased,0.6786,The Gothamites,1974,The Simpletons,1974,1974-09-12,0.1073,
collision_existing,620966,red-2019-1,0.8501,Red,2019,Red Ink,2019,2019-07-19,0.2059,red-2019-2
collision_existing,287689,in-hell-2015,0.9172,In Hell,2015,7 Days in Hell,2015,2015-07-08,0.9809,7-days-in-hell
collision_existing,56781,possessed-2009,1.2508,Possessed,2009,Possessed,2009,2009-08-12,1.5055,possessed-2010
no_match,,cineastes-de-notre-temps-samuel-fuller-independent-filmmaker,,"Cinéastes de notre temps: Samuel Fuller, Independent Filmmaker",1967,,,,,
no_match,,mrs-bixby-and-the-colonels-coat,,Mrs. Bixby and the Colonel's Coat,1979,,,,,
collision_existing,27895,the-curse-of-the-komodo,1.2504,The Curse of the Komodo,2004,The Curse of the Komodo,2004,2004-04-09,0.8972,dragons-a-fantasy-made-real
collision_existing,547467,changes-2009,1.2501,Changes,2009,Changes,2009,2009-04-30,0.2403,changes-2009-1
no_match,,hope-and-pain,,Hope and Pain,1988,,,,,
no_match,,mr-poxycat-co,,Mr. Poxycat & Co.,,,,,,
no_match,,black-shadows-on-the-silver-screen,,Black Shadows on the Silver Screen,1975,,,,,
collision_existing,15392,crossroads-2008,1.0014,Crossroads,2008,Crossroads,1986,1986-03-14,2.7396,film:42408
collision_existing,398694,maybe-tomorrow-2013,1.0001,Maybe Tomorrow,2013,Maybe Tomorrow,2016,2016-05-25,0.2531,maybe-tomorrow-2016
collision_existing,330628,the-answer-2015-1,1.2502,The Answer,2015,The Answer,2015,2015-04-11,0.3812,the-answer
collision_existing,425972,cargo-2017,1.2514,Cargo,2017,Cargo,2017,2017-10-06,2.7706,cargo-2017-3
collision_existing,347548,containment-2015-1,1.2505,Containment,2015,Containment,2015,2015-07-09,1.0969,containment-2015
collision_existing,19398,simon,1.2503,Simon,2004,Simon,2004,2004-09-30,0.6304,simon-2004
collision_existing,9959,freedom-2006,1.0286,Freedom,2006,Freedomland,2006,2006-02-17,1.6771,freedomland
no_match,,apocalypse-la-premiere-guerre-mondiale-ep-04-rage,,Apocalypse - la Première Guerre mondiale - Ep 04 Rage,2013,,,,,
no_match,,ayakashi-japanese-classic-horror,,Ayakashi: Japanese Classic Horror,2006,,,,,
collision_existing,209318,memorial-day-1999,1.2502,Memorial Day,1999,Memorial Day,1999,1999-05-18,0.3656,memorial-day-1999-1
collision_existing,133123,the-last-days-of-pompeii-1913-1,1.2502,The Last Days of Pompeii,1913,The Last Days of Pompeii,1913,1913-08-13,0.3890,the-last-days-of-pompeii-1913
collision_existing,717182,from-gerri-with-love,1.2501,From Gerri With Love,2020,From Gerri with Love,2020,2020-06-25,0.1029,groeten-van-gerri
no_match,,shimizu-bonno-shara-bon-bon,,ShalaBonBon,2019,,,,,
no_match,,geobreeders,,Geobreeders,1998,,,,,
no_match,,the-occult-history-of-the-third-reich,,The Occult History of the Third Reich,1990,,,,,
no_match,,the-abandoned-field-free-fire-zone,,The Abandoned Field: Free Fire Zone,1979,,,,,
collision_existing,1858,transformers,1.2521,Transformers,2007,Transformers,2007,2007-06-27,4.1961,transformer
